v_0,energy
0.0,9.869604401089362
0.5025125628140703,10.62556621700492
1.0050251256281406,11.309958897511782
1.507537688442211,12.036951797084244
2.0100502512562812,12.690516580396901
2.5125628140703515,13.279109655546609
3.015075376884422,13.83305017597179
3.517587939698492,14.49107242706396
4.0201005025125625,14.951645793216212
4.522613065326633,15.513426314436694
5.025125628140703,16.06316491706998
5.527638190954773,16.4456268553513
6.030150753768844,16.84035192351045
6.532663316582914,17.289944432888056
7.035175879396984,17.593996902628287
7.537688442211055,18.116618074881846
8.040201005025125,18.189414981182022
8.542713567839195,18.92926615746042
9.045226130653266,19.17276426648121
9.547738693467336,19.682962987299874
10.050251256281406,19.752043152214036
10.552763819095476,19.75790644385132
11.055276381909547,20.21612704583984
11.557788944723617,20.26894732952549
12.060301507537687,20.70526015215248
12.562814070351758,20.78164028781574
13.065326633165828,20.93105381571724
13.567839195979898,21.08379241618675
14.070351758793969,21.296662453463497
14.572864321608039,22.406473706149722
15.07537688442211,21.964307092496128
15.57788944723618,22.042585857212107
16.08040201005025,22.063551026723044
16.58291457286432,22.667376229438332
17.08542713567839,22.35061780539002
17.587939698492463,22.84614542803048
18.09045226130653,22.483286267122775
18.5929648241206,22.780808782686552
19.09547738693467,22.82392376640441
19.597989949748744,23.488934447927814
20.100502512562812,22.84984745970673
20.60301507537688,23.070485972600693
21.105527638190953,23.303012909633814
21.608040201005025,23.361995575894344
22.110552763819094,23.44114577656682
22.613065326633162,
23.115577889447234,
23.618090452261306,
24.120603015075375,
24.623115577889443,
25.125628140703515,
25.628140703517587,
26.130653266331656,
26.633165829145725,
27.135678391959797,
27.63819095477387,
28.140703517587937,
28.643216080402006,
29.145728643216078,
29.64824120603015,
30.15075376884422,
30.653266331658287,
31.15577889447236,
31.65829145728643,
32.1608040201005,
32.66331658291457,
33.16582914572864,
33.66834170854271,
34.17085427135678,
34.67336683417085,
35.175879396984925,
35.678391959798994,
36.18090452261306,
36.68341708542713,
37.1859296482412,
37.688442211055275,
38.19095477386934,
38.69346733668341,
39.19597989949749,
39.698492462311556,
40.201005025125625,
40.70351758793969,
41.20603015075376,
41.70854271356784,
42.211055276381906,
42.713567839195974,
43.21608040201005,
43.71859296482412,
44.22110552763819,
44.723618090452256,
45.226130653266324,
45.7286432160804,
46.23115577889447,
46.73366834170854,
47.23618090452261,
47.73869346733668,
48.24120603015075,
48.74371859296482,
49.24623115577889,
49.74874371859296,
50.25125628140703,
50.7537688442211,
51.256281407035175,
51.75879396984924,
52.26130653266331,
52.76381909547738,
53.26633165829145,
53.768844221105525,
54.27135678391959,
54.77386934673366,
55.27638190954774,
55.778894472361806,
56.281407035175874,
56.78391959798994,
57.28643216080401,
57.78894472361809,
58.291457286432156,
58.793969849246224,
59.2964824120603,
59.79899497487437,
60.30150753768844,
60.804020100502505,
61.306532663316574,
61.80904522613065,
62.31155778894472,
62.81407035175879,
63.31658291457286,
63.81909547738693,
64.321608040201,
64.82412060301507,
65.32663316582914,
65.82914572864321,
66.33165829145727,
66.83417085427135,
67.33668341708542,
67.83919597989949,
68.34170854271356,
68.84422110552764,
69.3467336683417,
69.84924623115577,
70.35175879396985,
70.85427135678391,
71.35678391959799,
71.85929648241205,
72.36180904522612,
72.8643216080402,
73.36683417085426,
73.86934673366834,
74.3718592964824,
74.87437185929647,
75.37688442211055,
75.87939698492461,
76.38190954773869,
76.88442211055276,
77.38693467336682,
77.8894472361809,
78.39195979899498,
78.89447236180904,
79.39698492462311,
79.89949748743717,
80.40201005025125,
80.90452261306532,
81.40703517587939,
81.90954773869346,
82.41206030150752,
82.9145728643216,
83.41708542713567,
83.91959798994974,
84.42211055276381,
84.92462311557789,
85.42713567839195,
85.92964824120602,
86.4321608040201,
86.93467336683416,
87.43718592964824,
87.9396984924623,
88.44221105527637,
88.94472361809045,
89.44723618090451,
89.94974874371859,
90.45226130653265,
90.95477386934672,
91.4572864321608,
91.95979899497486,
92.46231155778894,
92.96482412060301,
93.46733668341707,
93.96984924623115,
94.47236180904522,
94.97487437185929,
95.47738693467336,
95.97989949748742,
96.4824120603015,
96.98492462311557,
97.48743718592964,
97.98994974874371,
98.49246231155777,
98.99497487437185,
99.49748743718592,
100.0,
