distance,energy,energy_vqe
0.25,-0.3122699027007867,-0.3119432183856681
0.2613065326633166,-0.3897844630811642,-0.3907101297214015
0.27261306532663315,-0.45954333080701937,-0.4617994717720302
0.28391959798994976,-0.522485410228511,-0.5236738289273524
0.2952261306532663,-0.5794081583349247,-0.5811888903589542
0.3065326633165829,-0.6309932238343647,-0.6359074438258652
0.3178391959798995,-0.6778266470006451,-0.6795781224152697
0.3291457286432161,-0.7204149321135955,-0.7203257287105602
0.34045226130653267,-0.7591979545174639,-0.7616887188352155
0.3517587939698492,-0.7945594157956057,-0.7947654633642818
0.3630653266331658,-0.8268353817896954,-0.8322784417892275
0.3743718592964824,-0.8563213081285377,-0.859091833533165
0.385678391959799,-0.8832778623033637,-0.8851163609553223
0.3969849246231156,-0.9079357803321888,-0.9121219233937614
0.4082914572864322,-0.9304999428715834,-0.93494763926612
0.41959798994974873,-0.9511528154587487,-0.9537583749081919
0.43090452261306533,-0.9700573669803891,-0.9737991512232604
0.44221105527638194,-0.9873595570089202,-0.9896394939846498
0.4535175879396985,-1.0031904645337508,-1.00747634317412
0.4648241206030151,-1.017668116537188,-1.0208989543066376
0.47613065326633164,-1.0308990638553133,-1.035096614224826
0.48743718592964824,-1.042979743098452,-1.0470389080884122
0.49874371859296485,-1.053997656548433,-1.0586260621815662
0.5100502512562815,-1.0640323964873994,-1.0695249946697674
0.521356783919598,-1.0731565360369624,-1.0774944753067817
0.5326633165829147,-1.0814364050586969,-1.0861853556598504
0.5439698492462312,-1.0889327668034565,-1.0960072196916775
0.5552763819095478,-1.0957014086586292,-1.0999163395562848
0.5665829145728644,-1.101793658417194,-1.1093394204011737
0.5778894472361809,-1.107256835896338,-1.1140170230237358
0.5891959798994975,-1.1121346484000245,-1.1195053024974873
0.6005025125628141,-1.1164675373955315,-1.1226579924039808
0.6118090452261307,-1.1202929828195463,-1.1249816777699215
0.6231155778894473,-1.1236457706114646,-1.1281960081024367
0.6344221105527639,-1.1265582283657993,-1.1314776972833105
0.6457286432160805,-1.1290604333814744,-1.1352963679864376
0.657035175879397,-1.1311803968486132,-1.1394675645988088
0.6683417085427136,-1.1329442274402086,-1.1394349095102072
0.6796482412060302,-1.1343762771577584,-1.1413925038966903
0.6909547738693467,-1.1354992719086858,-1.1418133763164628
0.7022613065326633,-1.1363344289633392,-1.142717756242145
0.7135678391959799,-1.1369015631456323,-1.1424381644088348
0.7248743718592965,-1.1372191833501142,-1.1430989459885659
0.7361809045226131,-1.1373045807462625,-1.142369234426441
0.7474874371859297,-1.1371739098253397,-1.1365906783143984
0.7587939698492463,-1.1368422632642443,-0.8714435998888966
0.7701005025125628,-1.1363237414214613,-1.136747126336793
0.7814070351758794,-1.1356315171421358,-1.1391549208611167
0.792713567839196,-1.1347778964291604,-1.1312512235908505
0.8040201005025126,-1.1337743754343497,-1.130387585935761
0.8153266331658292,-1.1326316941364887,-1.128643229359799
0.8266331658291457,-1.1313598869997703,-1.1285014677128955
0.8379396984924623,-1.1299683308459447,-1.1279035597219016
0.8492462311557789,-1.128465790122845,-1.1247123701189408
0.8605527638190955,-1.1268604597140972,-1.1238507102539919
0.8718592964824121,-1.125160005402896,-1.120158109953946
0.8831658291457287,-1.1233716020798834,-1.1186479467697974
0.8944723618090452,-1.1215019697684343,-1.1199200381139756
0.9057788944723618,-1.1195574075288603,-1.115729231911088
0.9170854271356784,-1.117543825296389,-1.1124966217472099
0.928391959798995,-1.1154667737038553,-1.1146756465080876
0.9396984924623116,-1.113331471939686,-1.1116343548370315
0.9510050251256281,-1.1111428336929472,-1.0242613610749804
0.9623115577889447,-1.108905491240145,-1.1097753096299012
0.9736180904522613,-1.1066238177321601,-1.106159778920607
0.9849246231155779,-1.1043019477444629,-1.103307822242122
0.9962311557788945,-1.1019437961576604,-1.0989727002560863
1.007537688442211,-1.0995530754401326,-1.0922262926084927
1.0188442211055277,-1.0971333114084818,-1.0901607295503313
1.0301507537688441,-1.0946878575445125,-1.0912661095532874
1.041457286432161,-1.0922199079513102,-0.944402607427692
1.0527638190954773,-1.0897325090311045,-1.0836712657410308
1.064070351758794,-1.087228569970525,-1.0787708556832163
1.0753768844221105,-1.0847108721182919,-1.0764208485179851
1.0866834170854272,-1.0821820773401583,-1.0737861386632277
1.0979899497487438,-1.0796447354346606,-1.0706414263834518
1.1092964824120604,-1.0771012906917452,-1.066603455947805
1.120603015075377,-1.0745540876732544,-1.0663603790431142
1.1319095477386933,-1.0720053762918287,-1.0620760757247354
1.1432160804020102,-1.069457316261036,-1.0641999573187175
1.1545226130653266,-1.0669119809857726,-1.059003679403683
1.1658291457286434,-1.0643713609579595,-1.0579006259266457
1.1771356783919598,-1.0618373667182177,-1.0563119724225254
1.1884422110552764,-1.0593118314397316,-1.0549121607126348
1.199748743718593,-1.0567965131863049,-1.0533417019653242
1.2110552763819096,-1.0542930968918436,-1.0504364449059804
1.2223618090452262,-1.0518031961044558,-1.0490290280011951
1.2336683417085428,-1.0493283545338539,-1.0453980044140883
1.2449748743718594,-1.046870047436881,-1.0424939105568916
1.256281407035176,-1.0444296828719357,-1.0391516007817836
1.2675879396984926,-1.0420086028494855,-1.0419444802138589
1.278894472361809,-1.039608084402475,-1.0381075086480371
1.2902010050251256,-1.0372293405970958,-1.0338454230889493
1.3015075376884422,-1.034873521501729,-1.035268250126999
1.3128140703517588,-1.032541715129019,-1.0323577501781975
1.3241206030150754,-1.0302349483636133,-1.0266786228717937
1.335427135678392,-1.0279541878860612,-1.0010657669490444
1.3467336683417086,-1.0257003411016496,-1.020608003274285
1.3580402010050252,-1.023474257080617,-1.0171445268233943
1.3693467336683418,-1.0212767275155301,-1.0148407790126976
1.3806532663316584,-1.0191084876997765,-1.0141576701428707
1.391959798994975,-1.016970217530211,-1.012638230343254
1.4032663316582914,-1.0148625425360924,-1.0089763512781056
1.414572864321608,-1.0127860349355258,-1.0067201760883724
1.4258793969849246,-1.0107412147202572,-0.9713484805929735
1.4371859296482412,-1.0087285507687207,-1.004334884826348
1.4484924623115578,-1.0067484619871232,-1.0010967522310408
1.4597989949748744,-1.004801318477898,-0.9993914136536961
1.471105527638191,-1.0028874427344387,-0.9989438199832904
1.4824120603015076,-1.001007110860986,-0.9969086361887729
1.4937185929648242,-0.9991605538162822,-0.9582438559746653
1.5050251256281408,-0.997347958679391,-0.9911604503889779
1.5163316582914574,-0.9955694699360347,-0.9932793351491442
1.5276381909547738,-0.9938251907838258,-0.9895699809735066
1.5389447236180904,-0.9921151844544489,-0.9895272340399905
1.550251256281407,-0.9904394755509722,-0.9841267236702085
1.5615577889447236,-0.9887980513984062,-0.9876100994306701
1.5728643216080402,-0.9871908634054924,-0.9831161576655794
1.5841708542713568,-0.9856178284358647,-0.9829842752313344
1.5954773869346734,-0.9840788301864027,-0.9800954505114683
1.60678391959799,-0.9825737205708025,-0.9782657455190968
1.6180904522613067,-0.9811023211063261,-0.9789509477040499
1.6293969849246233,-0.9796644243015706,-0.9785815528862545
1.6407035175879396,-0.9782597950431939,-0.9750970917453823
1.6520100502512562,-0.9768881719793867,-0.9749794963624496
1.6633165829145728,-0.9755492688980347,-0.9734452973788292
1.6746231155778895,-0.9742427760973871,-0.9735446708441571
1.685929648241206,-0.9729683617470142,-0.9731977868671111
1.6972361809045227,-0.9717256732370718,-0.9708138019026888
1.7085427135678393,-0.9705143385135587,-0.9691974175253809
1.7198492462311559,-0.9693339673976638,-0.9689471937317924
1.7311557788944725,-0.9681841528869481,-0.9692550449627717
1.742462311557789,-0.9670644724365562,-0.9596622476055496
1.7537688442211057,-0.9659744892182995,-0.9688223224071972
1.765075376884422,-0.964913753355878,-0.9642722475877805
1.7763819095477387,-0.9638818031343428,-0.9650984077787372
1.7876884422110553,-0.9628781661820525,-0.9649940769641914
1.7989949748743719,-0.9619023606236363,-0.9616937726616777
1.8103015075376885,-0.9609538962022128,-0.9635096742790858
1.821608040201005,-0.9600322753696464,-0.959914183945028
1.8329145728643217,-0.9591369943434291,-0.9617724107670356
1.8442211055276383,-0.9582675441290646,-0.960846967821181
1.855527638190955,-0.9574234115068706,-0.961009098565078
1.8668341708542715,-0.9566040799823708,-0.9394875608788046
1.8781407035175879,-0.9558090306994212,-0.703841499363636
1.8894472361809045,-0.955037743315426,-0.9567400380856408
1.900753768844221,-0.9542896968382008,-0.9523553364014142
1.9120603015075377,-0.9535643704241539,-0.9570237235657633
1.9233668341708543,-0.9528612441374441,-0.9511752546508346
1.934673366834171,-0.9521797996701151,-0.953427581079642
1.9459798994974875,-0.9515195210231973,-0.9382932751889179
1.9572864321608041,-0.9508798951489639,-0.9451331522053756
1.9685929648241207,-0.9502604125546232,-0.9498484177244098
1.9798994974874373,-0.9496605678678154,-0.9492367908923782
1.991206030150754,-0.9490798603644562,-0.938981055052556
2.0025125628140703,-0.9485177944594925,-0.9489530975424403
2.0138190954773867,-0.9479738801612783,-0.9479948206306954
2.0251256281407035,-0.9474476334903666,-0.943241284940581
2.0364321608040203,-0.9469385768635783,-0.9480644673567846
2.0477386934673367,-0.9464462394442366,-0.9475087278950904
2.059045226130653,-0.9459701574596344,-0.9502129983021357
2.07035175879397,-0.9455098744867018,-0.9464472557273395
2.0816582914572868,-0.9450649417070147,-0.9449329908878223
2.092964824120603,-0.9446349181322863,-0.9452726525667895
2.1042713567839195,-0.9442193708014618,-0.9226916272382014
2.1155778894472363,-0.9438178749506605,-0.9432027620445957
2.1268844221105527,-0.9434300141571146,-0.9432713743381131
2.1381909547738696,-0.9430553804583834,-0.942695911432551
2.149497487437186,-0.9426935744480385,-0.9428462190746634
2.1608040201005023,-0.9423442053490143,-0.9419063819039448
2.172110552763819,-0.9420068910659096,-0.9439661849633549
2.183417085427136,-0.9416812582174103,-0.9420853386407992
2.1947236180904524,-0.9413669421500148,-0.9404154345612705
2.2060301507537687,-0.9410635869342818,-0.9426441351401895
2.2173366834170856,-0.9407708453447076,-0.9410342247308073
2.2286432160804024,-0.9404883788243836,-0.9412095572738275
2.2399497487437188,-0.9402158574355384,-0.9396714462982241
2.251256281407035,-0.9399529597970324,-0.941003899001037
2.262562814070352,-0.9396993730097992,-0.9403011821971693
2.2738693467336684,-0.9394547925713044,-0.9395014720681476
2.285175879396985,-0.9392189222799106,-0.9396322931969587
2.2964824120603016,-0.9389914741301673,-0.9382681633809002
2.307788944723618,-0.9387721681997947,-0.9381298898534032
2.319095477386935,-0.9385607325292817,-0.9394660576843417
2.330402010050251,-0.9383569029949699,-0.9373639183384683
2.341708542713568,-0.9381604231762461,-0.9379070831822363
2.3530150753768844,-0.9379710442176635,-0.9376942468291459
2.364321608040201,-0.9377885246867098,-0.9381736309194323
2.3756281407035176,-0.9376126304278006,-0.9362032233613279
2.3869346733668344,-0.9374431344131626,-0.9371535631100847
2.398241206030151,-0.9372798165911482,-0.6596175959544168
2.4095477386934676,-0.9371224637326128,-0.9358434815452716
2.420854271356784,-0.9369708692757013,-0.9369940384142803
2.4321608040201004,-0.9368248331696837,-0.9369502861022806
2.443467336683417,-0.9366841617181436,-0.9365191507349317
2.4547738693467336,-0.9365486674220195,-0.9366738895104888
2.4660804020100504,-0.9364181688228335,-0.9370544770761857
2.477386934673367,-0.9362924903464178,-0.9374200429290389
2.4886934673366836,-0.9361714621475339,-0.9356840320661584
2.5,-0.9360549199556079,-0.9349670104164205
